FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,NAS,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
Philippe,Renouard,1959-10-11,350-832-852,165,60000.0,2,2,1,46.0,0,0,0,0,0,0,,23803,24908,26034,26655,27756,3000.0,1500,1500,1000,1500,1500,0,-0.1851298770908543,63000.0
Danielle,Lafrance,1978-10-22,783-344-304,166,110000.0,2,1,2,27.0,0,0,0,0,0,0,101640.0,104795,104855,74737,76058,77254,5500.0,3900,3000,2900,3000,2800,0,-1.2206554883808736,115500.0
Dominique,Olivier,1955-10-06,587-842-957,167,370000.0,1,1,2,50.0,-2,-2,-2,-2,-2,-2,6093.0,15130,8204,15398,4792,13453,15383.0,8204,15413,4792,13453,4699,0,-1.6307297992861447,388500.0
Christian,Lemoine,1978-10-30,135-198-468,168,100000.0,1,2,1,27.0,-1,2,2,0,0,0,102349.0,96847,58824,29336,22979,-246,3166.0,0,1330,1398,12,50000,0,-0.3570659901505177,105000.0
Valérie,Demay,1970-10-19,357-600-753,169,90000.0,2,2,1,35.0,0,0,0,0,0,2,72112.0,73854,75526,77317,85852,88290,3500.0,3500,3652,10000,4000,0,0,-0.200526742571054,94500.0
Serge,Deschamps,1983-09-10,819-724-711,170,50000.0,2,2,2,22.0,0,0,0,0,0,0,28040.0,29092,29366,27737,28318,28806,1510.0,1442,982,1017,1277,567,0,-0.2078822304116294,52500.0
Valérie,Renaud,1968-10-29,203-578-339,171,270000.0,1,2,2,37.0,0,0,0,0,0,0,37695.0,33397,30534,27598,26344,24641,5000.0,2000,3000,4000,3000,2000,0,0.4605457117838729,283500.0
Sophie,Demay,1975-09-19,467-852-390,172,300000.0,2,1,2,30.0,-1,-1,-1,-1,-1,-1,688.0,3280,0,4340,2672,800,3288.0,0,4340,2672,800,746,0,0.5162434900238266,315000.0
Stéphanie,Delatour,1983-10-14,248-831-500,173,50000.0,2,2,2,22.0,-1,0,0,0,0,0,8567.0,15273,11650,7457,3115,7725,15000.0,1000,149,0,5000,10000,0,0.0777243750258124,52500.0
Laurent,Delatour,1976-11-01,597-693-387,175,3600000.0,1,1,2,29.0,1,-2,-1,-1,-2,-2,0.0,0,77,0,0,0,0.0,77,0,0,0,0,0,-0.1251637596182035,3780000.0
André,Rousseau,1975-09-23,762-233-896,177,80000.0,1,1,2,30.0,-2,-1,0,0,0,0,6187.0,100,600,1438,1919,5380,504.0,500,1000,500,3500,0,0,1.3651583902739526,84000.0
Serge,Roux,1975-10-24,930-553-324,178,50000.0,1,2,2,30.0,1,2,0,0,0,2,48860.0,47801,48363,30221,22877,22361,0.0,1500,1000,2000,0,2000,0,-0.9784237879718912,52500.0
Philippe,Lefevre,1983-10-26,736-707-948,179,20000.0,2,2,2,22.0,0,0,0,0,0,0,16001.0,12622,13221,13130,14034,14906,1212.0,1201,500,1500,1500,1000,0,-1.6128914976989228,21000.0
Etienne,Gillet,1976-10-11,851-925-510,180,80000.0,2,2,1,29.0,0,0,2,0,0,0,77883.0,81811,80250,61467,10662,11486,5800.0,1000,600,400,1000,0,0,0.2430568973897252,84000.0
Sandrine,Bonnet,1968-10-25,473-184-183,181,240000.0,1,1,2,37.0,-1,-1,2,0,0,-1,12212.0,26578,25331,26605,26279,1256,15000.0,0,2000,0,1256,65935,0,-1.57894731858405,252000.0
Christian,Delatour,1970-09-25,581-442-371,182,80000.0,2,3,2,35.0,0,-1,0,0,0,0,49608.0,12412,14873,17364,17770,17460,12500.0,6500,3000,2000,3000,2000,0,-0.0164596110251437,84000.0
Valérie,Moreau,1958-10-05,105-563-618,183,500000.0,99,1,1,47.0,0,0,0,0,0,0,56422.0,110616,110340,122967,108834,70064,70010.0,30357,30000,20000,52183,20000,0,0.8145993686010867,525000.0
Marc,Renouard,1980-11-02,113-102-836,185,20000.0,1,2,2,25.0,0,0,0,0,0,-1,10642.0,11677,13070,12280,1615,1620,1200.0,1593,601,135,1824,0,0,-0.334912161646502,21000.0
Sylvie,Rousseau,1973-10-25,916-903-586,187,360000.0,2,1,2,32.0,1,-1,-1,-1,-1,-1,2616.0,57077,5287,68445,13881,16240,,5295,68454,13889,16250,38313,0,-0.2563975218911183,378000.0
Catherine,Leroy,1971-09-25,896-487-586,189,130000.0,2,2,1,34.0,1,-1,0,0,0,0,0.0,5396,10270,13576,13864,14636,5396.0,5000,3500,501,1000,2000,0,1.3038576794755985,136500.0
Marie,Gillet,1974-10-29,267-505-562,190,20000.0,2,2,2,31.0,1,5,4,4,3,2,21703.0,21087,21461,20835,20219,20487,0.0,1000,0,0,760,0,0,-0.3177201876385951,21000.0
Dominique,Renaud,1973-09-12,231-605-732,191,310000.0,1,1,2,32.0,0,0,0,0,0,0,59901.0,62147,62102,65875,60387,43328,,6031,10057,5028,5060,4223,0,-0.309944644029966,325500.0
Anne,Lebesgue,1976-09-14,335-122-713,193,180000.0,2,1,2,29.0,-1,-1,-1,-2,-1,0,,199,0,0,17227,17042,199.0,0,0,17227,341,5114,0,-0.0775214464645096,189000.0
Catherine,Lefevre,1981-10-08,231-551-373,194,180000.0,2,1,2,24.0,-1,-1,2,0,0,-2,14670.0,22087,21282,10200,0,0,37867.0,0,200,0,0,0,0,2.1889933380547117,189000.0
Catherine,Masson,1969-10-28,100-643-760,195,50000.0,1,2,1,36.0,0,0,0,0,-1,-1,47790.0,18114,18250,-14,72,658,2000.0,1000,2000,500,1000,20011,0,-0.799768419829415,52500.0
Monique,Legrand,1971-09-14,265-509-396,197,,2,2,1,34.0,-2,-2,-2,-2,-2,-2,0.0,0,0,116,0,1500,0.0,0,116,0,1500,0,0,0.064572934698649,
Stéphanie,Lafrance,1983-09-27,788-952-192,198,20000.0,2,1,2,22.0,0,0,0,0,-1,0,18553.0,19446,19065,8332,18868,19247,,1032,541,20000,693,1000,0,-1.4908292020696432,21000.0
Jacques,Gillet,1971-10-20,728-195-670,199,500000.0,2,1,1,34.0,-2,-2,-2,-1,-1,-1,412.0,138,2299,1251,1206,1151,138.0,2299,1251,1206,1151,15816,0,-1.3913572548676123,525000.0
Catherine,Lemoine,1967-10-04,240-416-662,201,180000.0,2,1,1,38.0,-2,-2,-2,-2,-2,-2,750.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.9063089886323322,189000.0
Georges,Bonnet,1974-11-06,866-702-932,202,140000.0,1,1,2,31.0,0,0,2,0,0,2,27123.0,27299,17985,20225,27407,10833,,0,3000,7800,0,2500,0,-0.8188960772047397,147000.0
Serge,Noël,1979-10-18,404-276-714,203,140000.0,2,1,2,26.0,-1,0,-1,-1,-1,-1,13424.0,18000,13001,5818,13506,487,10000.0,13001,5841,13506,487,7004,0,0.32828755402299,147000.0
Christophe,Bernard,2010-10-18,753-520-129,204,120000.0,1,2,2,-5.0,0,0,0,0,0,0,107314.0,110578,113736,116000,119131,122135,5000.0,5000,4152,5000,5000,5000,0,-0.4167465754266615,126000.0
Jean,Fontaine,1957-10-05,241-814-322,205,360000.0,2,2,1,48.0,0,0,0,0,0,0,226430.0,231878,234192,190211,173557,146511,9100.0,7300,5800,5600,5600,4100,0,2.5486398952930127,378000.0
Alain,Mercier,2010-09-30,604-959-929,206,200000.0,1,3,1,-5.0,-1,-1,0,0,0,0,227.0,20351,20237,19339,19450,19337,22359.0,1305,1258,1459,3457,1700,0,0.8580060943700628,210000.0
Christian,Mercier,1958-09-26,610-102-553,207,100000.0,1,1,1,47.0,-1,-1,-1,-1,-1,-1,390.0,1473,390,390,390,0,1473.0,390,390,390,0,2380,0,0.0906582057493455,105000.0
Thierry,Leconte,1955-10-26,650-374-460,210,330000.0,2,1,1,50.0,-1,-1,-1,-1,-2,-2,8872.0,4337,2854,1690,0,1709,,2854,1702,0,1709,258,0,0.3997231140202178,346500.0
Pierre,Bonnet,1981-09-17,197-559-227,211,220000.0,1,1,2,24.0,0,0,0,-1,-1,-1,105607.0,108917,111520,8303,0,85632,5000.0,5050,8303,0,85632,0,0,-1.3159285208072198,231000.0
Serge,Lefevre,1975-11-01,266-365-483,213,40000.0,2,3,1,,0,0,0,0,0,0,38257.0,38901,38103,36207,33138,31339,1700.0,1504,1200,1500,1500,1000,0,0.2694271362035304,42000.0
Anne,Lemoine,1966-09-29,956-250-347,214,30000.0,1,2,2,39.0,0,0,0,2,0,0,28347.0,28108,18388,12992,7736,8032,3036.0,2309,0,1000,2000,148,0,-0.4042879640636132,31500.0
Julie,Thiebault,1978-11-02,670-317-694,215,470000.0,1,2,2,27.0,2,2,2,2,0,0,296573.0,303320,307843,479978,305145,309959,13000.0,11001,0,10484,10838,10367,0,1.4484412285997283,493500.0
Alain,Bonnet,1963-09-24,201-759-855,216,30000.0,1,3,1,42.0,-1,-1,-1,-1,-1,2,390.0,390,390,240,1320,780,390.0,390,240,1470,0,0,0,-0.037049948522737,31500.0
Paul,Martin,1969-10-11,399-885-147,218,,1,2,2,36.0,2,0,0,0,0,0,79278.0,78501,78534,80016,76235,78245,3100.0,3500,3400,3000,3500,3000,0,-0.8204397889200477,
Laurent,Gillet,1974-09-18,430-861-828,219,110000.0,2,3,0,31.0,0,0,0,0,0,0,89989.0,84229,79288,73315,63818,63208,4000.0,5000,3000,3000,3000,8954,0,1.5114684302107972,115500.0
Christophe,Mercier,1967-10-06,334-612-196,220,310000.0,2,1,2,38.0,-1,-1,-1,-1,-2,-2,1424.0,4542,126,0,0,0,4542.0,126,0,0,0,0,0,-0.6362175018814561,325500.0
Dominique,Renault,1946-09-25,874-450-189,222,3300000.0,2,3,2,,0,0,0,0,0,0,335196.0,334954,335527,333860,335760,330121,12388.0,12378,12116,12450,12213,11678,0,-1.0924717171306355,3465000.0
Michèle,Durand,1970-10-28,298-199-529,223,300000.0,2,2,2,35.0,0,0,0,0,0,0,291619.0,297268,205629,215827,208464,212508,12019.0,9006,17000,12000,9557,15000,0,0.2249407134635509,315000.0
Philippe,Bouvier,1972-10-29,251-680-825,224,320000.0,2,2,2,33.0,0,0,0,0,0,0,91653.0,94037,108597,65913,43805,33263,,18832,2117,2076,5045,3754,0,-0.3224812971458755,336000.0
Valérie,Leroy,1977-10-01,207-263-550,226,170000.0,2,1,2,28.0,0,0,0,0,0,0,130370.0,131199,128900,125514,127280,128839,6530.0,4860,22500,4820,4877,4962,0,-0.2953070423364308,178500.0
Valérie,Dubois,1961-11-09,917-347-584,227,350000.0,1,3,1,44.0,-1,-1,-1,-1,-1,-2,,2686,1864,569,0,0,2686.0,1864,569,0,0,0,0,-1.2386007441785296,367500.0
Michèle,Renault,1968-11-06,541-913-809,228,20000.0,1,2,1,37.0,0,0,0,0,0,0,16455.0,16511,18902,18768,18650,19175,1609.0,3000,663,676,834,782,0,-0.926818308136834,21000.0
Thierry,Thiebault,1981-10-23,599-378-623,230,20000.0,2,3,2,24.0,1,2,0,0,0,0,19154.0,18165,17233,7630,1730,0,0.0,1333,500,100,0,3200,0,-0.3477789778260492,21000.0
Nathalie,Bernard,1981-09-20,767-285-847,231,50000.0,2,1,2,24.0,0,0,0,0,0,0,35084.0,35796,30937,19420,10385,1308,2090.0,2002,1002,238,1011,389,0,-1.6447014734073313,52500.0
Serge,Garnier,1979-10-18,928-587-323,233,50000.0,1,2,1,26.0,0,0,-2,-1,-1,0,2056000.0,0,0,2624,45567,46557,0.0,0,2624,45567,1747,2000,0,-0.519239255482091,52500.0
Marie,Bonnet,1972-09-24,599-645-961,235,60000.0,2,2,1,33.0,0,0,0,0,0,0,58203.0,36367,20934,20694,20175,19421,1506.0,1298,1000,721,811,599,0,0.9168096918119544,63000.0
Pierre,Delatour,1970-09-21,200-865-373,236,80000.0,1,1,2,35.0,-1,-1,-1,-1,-1,-1,7988.0,3977,6848,1719,1378,19942,3983.0,6853,1719,1378,19942,2418,0,-0.309171521686407,84000.0
Laurent,Hubbard,1978-09-16,987-774-531,237,150000.0,2,2,2,27.0,0,0,0,0,0,0,127402.0,110050,51547,44384,36900,29497,4500.0,1745,1566,1208,1077,2529,0,-1.8419790556081923,157500.0
François,Meunier,1974-11-04,648-611-908,238,210000.0,2,1,2,31.0,-2,-2,-2,-2,-1,-1,1440.0,0,7422,893,6082,2293,0.0,7422,893,6082,2293,3299,0,0.9327944326215952,220500.0
Marie,Legrand,1977-09-17,489-310-995,241,60000.0,2,1,2,28.0,1,2,2,-2,-2,-1,21501.0,20650,0,0,0,2285,0.0,0,0,0,2285,0,0,-1.5744344696545156,63000.0
Marie,Bernard,1966-10-15,185-604-579,242,50000.0,1,1,2,39.0,0,0,0,0,0,0,47174.0,47974,48630,50803,30789,15874,1800.0,2000,3000,2000,2000,2000,0,0.5686976161707172,52500.0
Catherine,Renaud,1978-09-21,702-862-307,243,50000.0,2,2,2,27.0,0,0,0,0,0,0,26655.0,27724,28676,27990,28790,29399,1800.0,1750,900,1200,1200,1100,0,0.3897510387538718,52500.0
André,Legrand,1973-10-24,394-871-919,244,180000.0,2,1,2,32.0,-1,-1,2,2,-1,-1,3139.0,5853,2821,0,2821,0,2821.0,0,0,2821,0,176,0,-1.4834026889084837,189000.0
Laurent,Renouard,1965-11-01,724-374-703,245,30000.0,2,1,2,40.0,-1,-1,2,2,2,2,142.0,215,139,19,19,79,355.0,120,0,0,60,60,0,-0.4515757317392271,31500.0
Valérie,Lefevre,1965-11-07,476-884-272,246,200000.0,2,2,2,40.0,0,0,0,0,0,-2,19816.0,20396,20102,19575,0,0,1601.0,2203,2114,0,0,0,0,1.0635267627882037,210000.0
Christophe,Martin,1930-11-17,229-997-699,247,250000.0,2,2,1,75.0,0,-1,-1,-1,-1,-1,52874.0,1631,1536,1010,5572,794,1631.0,1536,1010,5572,794,1184,0,-0.4814887581345911,262500.0
Jean,Garnier,1978-09-29,857-666-958,248,100000.0,2,2,2,27.0,0,0,0,0,0,0,37767.0,34457,30036,30337,30997,32904,1788.0,1799,1100,1150,2423,0,0,-1.525283006183534,105000.0
Joseph,Mercier,1980-09-26,103-595-478,249,330000.0,1,1,2,25.0,0,0,0,0,2,0,46140.0,45781,48139,51137,39450,25358,2504.0,4007,5056,74,1023,2566,0,1.014550664409798,346500.0
Marie,Dubois,1959-09-19,455-567-495,250,50000.0,1,3,1,46.0,0,0,0,0,0,0,35713.0,15392,16099,16418,16765,17484,1561.0,1268,587,611,1000,2000,0,-0.4260399122721082,52500.0
Danielle,Bonnet,1979-10-08,537-927-640,251,,2,2,2,26.0,1,2,2,0,0,0,50867.0,51486,48869,30115,29527,29998,1710.0,136,1206,2002,2005,3003,0,1.422867966597683,
Valérie,Couderc,1977-10-01,800-145-708,252,30000.0,1,2,2,28.0,0,0,0,0,0,0,29242.0,29507,29155,25255,22001,0,5006.0,1244,851,955,0,0,0,-0.1549039294131557,31500.0
Anne,Legrand,1968-11-06,148-219-757,254,160000.0,2,1,2,,0,0,0,0,-1,0,70243.0,47779,28052,7222,99669,84426,7042.0,2000,1000,99669,12600,10000,0,-0.162207644873468,168000.0
Valérie,Olivier,1976-10-29,943-860-173,255,400000.0,2,2,2,29.0,-1,0,-1,-1,-1,-1,,3719,1453,4944,1896,2486,3127.0,1469,4968,1905,2494,862,0,0.0929406807366626,420000.0
Sophie,Moreau,1980-10-29,507-594-372,256,50000.0,1,2,1,25.0,0,0,0,0,0,0,,28513,29341,29928,29533,28538,1565.0,1393,980,994,1024,886,0,0.1276487984003336,52500.0
Jacques,Bonnet,1976-09-12,206-963-283,257,140000.0,2,2,1,,0,-1,-1,-1,-1,-1,1154.0,1233,862,1355,1130,21361,1233.0,1075,1355,1130,21361,1347,0,-1.3403903255172591,147000.0
François,Couderc,1972-10-22,444-919-682,258,160000.0,2,2,1,33.0,-1,-1,-1,-1,0,-1,8015.0,2453,9624,52572,7333,2210,2453.0,9880,52572,1546,2210,0,0,-1.339842683611613,168000.0
Fabienne,Fontaine,1962-10-18,631-768-438,259,100000.0,2,3,1,43.0,0,0,-2,-2,-2,-2,62170.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1.1622564004263995,105000.0
Michèle,Rousseau,1976-10-30,558-324-789,261,510000.0,2,1,2,29.0,0,0,0,0,0,0,78331.0,99414,107686,103776,87265,36739,40010.0,20094,5000,5001,25365,65000,0,1.7231266920005717,535500.0
Luc,Lemaire,1932-11-04,474-729-770,262,50000.0,1,2,2,,0,0,0,0,0,0,49276.0,35100,32563,27823,29130,28309,1602.0,1400,3000,3130,1062,6318,0,-1.4799114537005778,52500.0
Laure,Brun,1967-09-17,624-155-339,263,160000.0,2,1,1,38.0,-1,-1,-1,-1,2,-1,4473.0,4664,5969,18941,16578,12652,4664.0,5969,18941,0,12652,1916,0,-0.6814247454119927,168000.0
Anne,Lefebvre,1968-10-24,374-937-505,264,230000.0,2,1,2,37.0,-2,-2,-2,-2,-2,-2,2283.0,50815,0,0,299,338,51315.0,0,0,299,338,0,0,0.0811568482303699,241500.0
Sylvie,Lafrance,1968-10-22,767-691-213,265,80000.0,2,1,2,37.0,-1,-1,-1,-1,-1,-1,10115.0,249,5986,188,1644,16872,258.0,5995,188,1644,16872,4000,0,-0.8505450515181464,84000.0
Jacques,Renaud,1980-09-18,644-213-531,266,150000.0,2,2,1,25.0,-1,-1,-2,-1,-1,-1,,0,0,316,316,316,0.0,0,316,316,316,316,0,0.6719576708032967,157500.0
Isabelle,Roux,1982-10-13,601-470-674,267,10000.0,1,3,2,23.0,0,0,0,0,0,2,6974.0,7838,9002,9182,9729,9411,1134.0,1298,478,847,0,175,0,-0.1178219924570932,10500.0
Christophe,Renault,1957-10-04,637-186-868,269,40000.0,2,1,2,48.0,0,0,0,0,0,0,34871.0,34449,33634,34586,34762,35673,1600.0,1600,1500,1500,1500,1500,0,-0.180104202101745,42000.0
Paul,Bonnet,1973-09-17,545-704-299,271,100000.0,1,3,2,32.0,0,0,0,0,0,0,70003.0,31545,20974,19713,19848,18126,2035.0,2004,616,2007,1009,2015,0,0.9746870267187135,105000.0
Anne,Lebesgue,1971-09-23,461-586-998,272,120000.0,1,1,1,34.0,-1,2,-1,0,0,0,1082.0,632,1350,900,450,0,0.0,1350,0,0,0,450,0,-1.9393981941222664,126000.0
Isabelle,Beaumont,2010-10-03,816-183-718,274,,2,2,2,-5.0,0,0,0,0,0,0,11253.0,12852,14024,14512,16325,11905,2000.0,1322,2000,2000,1200,3000,0,-1.3119015077665348,
Etienne,Lafrance,1969-10-12,346-983-616,276,70000.0,2,2,2,36.0,0,0,0,0,0,0,68699.0,69120,68376,30163,14310,15085,4483.0,12496,3268,3000,3000,2000,0,1.1106724326006383,73500.0
Pierre,Bernard,1978-10-04,367-915-564,278,50000.0,2,1,2,,-1,-1,-1,-1,-1,-1,1156.0,316,316,316,316,316,316.0,316,316,316,316,316,0,-1.0055127575923262,52500.0
Monique,Gillet,1972-10-12,113-920-317,279,,1,3,1,33.0,0,0,0,0,0,0,,50462,50654,20046,20067,19703,2007.0,2199,691,707,703,697,0,-0.9969395841140728,
Sandrine,Gillet,1974-10-05,333-144-259,280,,2,2,1,31.0,0,0,0,0,0,0,103109.0,102594,97109,99029,100871,101299,4000.0,4500,5000,4000,5000,4400,0,0.8600536320008674,
Joseph,Delatour,1978-09-29,257-879-199,281,30000.0,2,1,2,27.0,0,0,-1,0,0,-2,1512.0,2458,664,1814,0,0,1000.0,664,1500,0,0,0,0,-1.1734630894547855,31500.0
Danielle,Legrand,1961-10-23,182-655-252,282,270000.0,1,2,1,44.0,0,0,0,0,-1,-1,127543.0,109189,92630,69669,44149,43414,10063.0,5162,10150,44299,43509,31031,0,-0.3098383207343787,283500.0
Pierre,Lebesgue,1975-11-02,781-120-349,283,180000.0,2,3,2,30.0,0,0,0,0,0,0,163935.0,153152,147032,122196,103692,70204,7722.0,6091,3563,3605,3000,3211,0,-0.5208186550489766,189000.0
Joseph,Leconte,1977-10-08,288-421-968,284,100000.0,2,1,2,28.0,0,0,0,0,0,0,53494.0,52656,52600,52336,55831,56265,4173.0,3000,2025,5000,3000,3000,0,0.7358627956720553,105000.0
Monique,Masson,1973-10-11,632-893-771,285,230000.0,2,3,1,32.0,0,0,0,0,0,0,195126.0,88743,92195,94814,98182,98457,5000.0,5000,5000,5000,4000,5000,0,0.7520190614888219,241500.0
Valérie,Guedon,1959-10-31,318-116-615,286,210000.0,2,1,1,46.0,-1,-1,-1,-1,-1,-1,110346.0,41986,21874,20076,16171,586,41986.0,21874,20076,16171,586,19777,0,0.3012065774850263,220500.0
Marc,Moreau,1967-10-26,138-882-900,287,210000.0,1,1,2,38.0,2,0,0,0,0,0,60502.0,62804,62769,62683,63663,46549,3276.0,2026,2000,2000,2000,2502,0,1.2016053497529486,220500.0
Thierry,Hubbard,1959-09-28,800-241-445,288,440000.0,2,2,1,46.0,0,0,0,0,0,0,180641.0,181557,149944,113135,105280,97622,8610.0,6907,3727,3800,4001,2701,0,-1.0240927307456908,462000.0
Christophe,Lebesgue,1959-10-04,402-229-567,290,240000.0,2,2,1,46.0,0,0,0,0,0,0,8751.0,9900,10605,10765,11765,4311,1295.0,1000,1000,1000,1000,1000,0,-0.5348590001108275,252000.0
Virginie,Mercier,1962-10-03,445-933-275,293,30000.0,1,2,1,43.0,3,2,2,2,2,2,1700.0,2610,1914,2182,2000,2566,1100.0,0,300,0,600,0,0,2.190630899767156,31500.0
Serge,Gillet,1976-10-23,547-293-436,295,130000.0,1,1,2,29.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,1500,0,0.6477217404709152,136500.0
Martine,Leroy,1974-09-11,885-278-851,296,200000.0,1,1,2,31.0,0,0,0,0,0,0,194353.0,197344,186292,133345,133634,133990,9000.0,7465,4715,4804,5141,5300,0,0.8560610561791574,210000.0
Virginie,Lefebvre,1976-10-02,743-180-260,297,120000.0,2,2,1,29.0,-1,-1,-1,-1,-1,-1,1686.0,657,2179,1423,0,1820,657.0,2319,1423,0,1820,2496,0,0.8840060120402751,126000.0
Jean,Fontaine,1969-11-06,506-280-368,298,210000.0,2,2,1,36.0,0,0,0,0,0,0,143225.0,142996,144415,148190,147993,131629,6483.0,5082,6000,5900,4544,4700,0,1.3862616955335296,220500.0
Jacques,Renault,1969-11-08,938-669-588,299,2800000.0,2,1,1,36.0,0,0,0,0,0,0,58983.0,60788,63225,29701,30172,30771,2755.0,3463,1300,1100,1100,2000,0,1.0653577493366575,2940000.0
Catherine,Marechal,1968-11-02,593-290-420,301,100000.0,1,2,2,37.0,0,0,0,0,0,0,99209.0,98222,67185,66926,66796,64513,,2332,2314,2365,2497,2305,0,-0.4803472478382778,105000.0
Georges,Leconte,1969-10-31,459-653-194,302,440000.0,2,1,2,36.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,162000,0,0,-1.345754745403793,462000.0
André,Delatour,1965-11-09,455-700-720,303,50000.0,2,3,1,40.0,0,0,0,0,0,0,49941.0,51213,12104,12898,13687,14458,2400.0,1206,1000,1000,1000,1000,0,1.0824456382704288,52500.0
Didier,Lefebvre,1978-11-02,469-844-395,305,200000.0,2,1,2,27.0,-1,-1,-1,0,0,0,871.0,665,960,4242,4084,7414,,960,3908,1014,3500,2880,0,1.697910965068172,210000.0
Stéphanie,Demay,1938-10-12,961-201-120,306,110000.0,2,2,2,,-2,-2,-2,-2,-2,-2,432.0,3220,5704,1256,1848,400,3220.0,5904,0,3000,0,0,0,1.0710284225424622,115500.0
Dominique,Lefevre,1969-10-30,182-772-466,307,500000.0,2,2,1,36.0,-1,-1,-1,-1,-1,-1,,23956,0,8500,4590,0,23962.0,0,8500,4590,0,0,0,0.6132553421650426,525000.0
Olivier,Renaud,1978-11-05,809-653-648,308,300000.0,2,2,1,27.0,1,-1,-1,-2,-2,-2,0.0,5215,0,0,0,0,5215.0,0,0,0,0,0,0,1.6237106025224908,315000.0
Marc,Renault,1978-10-15,811-484-432,310,60000.0,2,1,2,27.0,-1,-1,-1,-1,-1,-1,20847.0,13801,14366,4889,273,11736,13809.0,14583,4889,273,13557,0,0,0.4223090634724634,63000.0
Isabelle,Renault,1967-10-02,765-980-138,311,400000.0,2,2,1,38.0,-1,0,-1,-1,0,-1,3697.0,3600,1354,5322,5103,2077,1000.0,1354,5322,6,2386,9085,0,-1.2063868916622045,420000.0
Danielle,Leconte,1971-10-11,146-411-209,312,180000.0,2,2,1,34.0,0,0,0,0,0,0,143301.0,146333,147042,127814,130331,132845,7000.0,5000,5000,4900,5000,5100,0,0.7378943427387864,189000.0
Marie,Olivier,1965-09-15,285-284-426,313,,1,1,2,40.0,0,0,0,2,0,0,10934.0,13738,16567,10411,13057,14340,3000.0,3100,0,3000,1500,0,0,0.4621983138184063,
Jean,Noël,1978-10-19,827-209-299,315,100000.0,1,1,2,27.0,0,0,0,0,0,0,55734.0,52557,33415,28776,17580,6441,1631.0,1286,200,645,909,200,0,-0.2145597723272786,105000.0
Nathalie,Lemoine,1969-10-02,272-420-615,317,110000.0,2,2,2,36.0,0,0,0,0,0,0,47819.0,48947,50330,50894,52175,53652,2200.0,2500,2000,2100,2500,2200,0,0.1224772941028526,115500.0
Luc,Rousseau,1952-09-27,160-270-972,318,260000.0,2,3,1,53.0,1,-1,-1,-2,-2,-1,0.0,165,526,452,397,485,165.0,526,452,397,485,459,0,1.7354420979805512,273000.0
Laurent,Garnier,1959-10-23,246-441-967,319,50000.0,99,3,1,46.0,3,2,2,0,0,0,48522.0,50955,29516,29742,29898,24883,3754.0,1,1070,1030,863,654,0,0.7566092553574146,52500.0
Valérie,Lefevre,2010-10-18,228-758-150,320,180000.0,1,2,2,-5.0,1,-2,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0,0.8770703662955446,189000.0
Paul,Meunier,1978-10-27,675-674-384,322,340000.0,2,1,2,27.0,0,0,0,0,0,0,172180.0,180140,166281,155628,145645,103263,21105.0,5461,5000,5849,2732,50000,0,-0.6196937479919039,357000.0
Thierry,Renaud,1981-10-02,654-681-355,323,50000.0,1,2,2,24.0,-1,0,0,0,0,0,1399.0,2441,3865,7476,8384,8085,1070.0,1500,3666,2477,1306,1000,0,-1.656720660065346,52500.0
Olivier,Marechal,1973-09-17,906-122-868,325,360000.0,2,2,2,32.0,0,0,0,0,0,0,93029.0,94054,91834,95631,100123,100738,10000.0,7000,10000,10000,10000,10000,0,0.8324242495709085,378000.0
Joseph,Gillet,1962-09-12,160-306-892,326,210000.0,1,2,2,43.0,1,-2,-1,0,0,0,0.0,0,38013,40555,45075,37056,0.0,38013,3000,5000,3000,3000,0,-1.1435418939129502,220500.0
Isabelle,Lebesgue,1950-09-26,231-976-975,329,340000.0,1,2,1,55.0,-2,-1,-1,-2,-2,-2,50396.0,44665,8300,2190,24599,7416,44665.0,8321,2190,24599,7416,77195,0,0.9858401841918925,357000.0
Pierre,Masson,1965-11-03,100-651-376,330,150000.0,1,1,1,40.0,2,2,2,2,2,2,99855.0,102586,100064,104975,107147,109428,5200.0,0,8100,4000,4200,4200,0,-1.5684339936792755,157500.0
Monique,Garnier,1977-10-15,858-237-421,333,60000.0,2,1,2,28.0,1,2,0,0,0,0,10540.0,10232,11237,11427,20973,31857,0.0,1483,673,10000,11540,7000,0,0.624455992765161,63000.0
Michèle,Deschamps,1962-09-17,628-735-702,334,400000.0,2,2,1,43.0,1,-2,-2,-2,-1,-1,0.0,0,0,0,1600,78388,0.0,0,0,1600,78388,0,0,1.27374480759752,420000.0
