nom_complet,genre,pays,age,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,dernier_dispositif,derniere_connexion,churn,jour_semaine,mois
Miguel Bradley,Femme,Belgique,35.0,34946.44,Premium,31.3,24,Mobile,2025-05-29 16:49:42,1,3,5
Dawn Eaton,Femme,Maroc,52.0,45375.17,Premium,15.0,25,SmartTV,2025-07-09 16:31:31,0,2,7
Amanda White,Homme,Algérie,42.0,34475.29,Premium,7.8,28,Mobile,2025-02-06 17:50:44,1,3,2
Erica Burke,Non précisé,Maroc,36.0,39664.37,Premium,16.3,34,SmartTV,2025-05-30 10:10:02,0,4,5
Teresa Sanders,Homme,Belgique,19.0,32680.55,Premium,40.8,29,SmartTV,2025-06-12 00:17:05,1,3,6
Felicia Bowen,Non précisé,Belgique,56.0,36398.84,Standard,0.6,27,Mobile,2025-07-09 04:48:56,1,2,7
Michael Anderson,Homme,France,54.0,51989.02,Standard,22.7,20,SmartTV,2025-04-14 03:27:53,0,0,4
Tiffany Williams,Femme,Belgique,43.0,40728.87,Standard,17.7,22,SmartTV,2025-06-14 12:59:12,0,5,6
Katherine Giles,Non précisé,Algérie,41.0,30099.66,Premium,50.0,24,Mobile,2025-06-03 18:35:07,1,1,6
Brandi Malone,Homme,Algérie,47.0,51129.21,Standard,14.3,20,SmartTV,2025-02-08 18:57:14,0,5,2
Penny Palmer,Femme,Maroc,33.0,59255.5,Standard,120.5,23,Mobile,2025-06-23 09:04:28,1,0,6
Martha Stout,Homme,France,24.0,52059.06,Familial,7.6,33,PC,2025-06-22 03:26:17,0,6,6
Kevin Frost,Femme,Maroc,46.0,59167.09,Premium,6.7,23,SmartTV,2025-04-20 09:21:41,1,6,4
Hannah Phillips,Femme,Belgique,27.0,53752.83,Premium,6.7,31,Mobile,2025-03-22 17:15:05,0,5,3
Joel Andrade,Homme,Algérie,51.0,66887.39,Premium,14.36419689119171,30,SmartTV,2025-01-18 14:58:09,0,5,1
Jackie Serrano,Homme,France,28.0,40599.97,Standard,6.9,24,SmartTV,2025-05-28 15:02:35,0,2,5
Tiffany Perez,Non précisé,France,51.0,40728.87,Standard,3.6,29,Mobile,2025-02-09 01:12:32,0,6,2
Kyle Keller,Femme,Canada,64.0,26617.04,Standard,2.9,26,Mobile,2025-01-23 11:31:19,0,3,1
Mikayla Carter,Homme,Belgique,53.0,40728.87,Standard,23.1,20,Tablette,2025-06-02 07:02:22,1,0,6
Courtney Ross,Homme,Belgique,21.0,26689.85,Premium,11.2,35,SmartTV,2025-01-10 11:59:29,1,4,1
Stephanie Castro,Femme,Maroc,35.0,36809.79,Premium,5.4,37,SmartTV,2025-04-23 05:09:53,1,2,4
Jacqueline Figueroa,Homme,Belgique,58.0,22684.46,Premium,0.4,23,Mobile,2025-02-08 09:40:26,0,5,2
Nathan Clayton,Femme,Belgique,34.0,30122.69,Standard,36.5,21,SmartTV,2025-03-31 17:07:53,1,0,3
Guy Meadows,Homme,Maroc,18.0,43435.02,Standard,14.36419689119171,26,Mobile,2025-02-01 03:25:07,0,5,2
Elizabeth Donovan,Femme,Belgique,65.0,28636.23,Familial,0.1,19,Mobile,2025-01-01 01:40:27,0,2,1
Jason Cruz,Homme,Algérie,26.0,40709.65,Standard,31.1,30,SmartTV,2025-04-06 08:07:57,0,6,4
Desiree Matthews,Femme,Maroc,42.0,31647.58,Standard,14.36419689119171,23,PC,2025-04-29 05:50:02,0,1,4
Benjamin Beck,Femme,Maroc,64.0,42979.1,Standard,28.5,32,Mobile,2025-06-02 21:16:22,0,0,6
Samantha Knight,Femme,Maroc,57.0,40512.37,Standard,13.5,29,PC,2025-05-24 18:37:56,0,5,5
Kathy Smith,Femme,Canada,28.0,44195.38,Premium,14.9,28,SmartTV,2025-03-10 08:33:40,1,0,3
Michele Wilson,Homme,Maroc,42.0,41601.99,Premium,12.7,38,PC,2025-06-30 21:43:08,0,0,6
Glenn Jennings,Homme,Algérie,43.0,35127.65,Standard,12.2,25,PC,2025-05-26 08:49:54,1,0,5
Ryan Miles,Femme,Maroc,51.0,46446.16,Premium,2.9,26,Mobile,2025-01-11 03:57:06,1,5,1
Luis Strickland,Homme,Maroc,57.0,35158.05,Standard,4.6,20,Mobile,2025-02-25 15:31:37,0,1,2
Rebecca King,Homme,Canada,43.761429322122964,58048.81,Standard,21.7,28,SmartTV,2025-03-03 00:12:07,0,0,3
Melissa Johnson,Femme,Canada,37.0,22688.37,Premium,31.6,20,Mobile,2025-05-13 03:05:31,0,1,5
Sarah Haynes,Femme,Belgique,65.0,41194.69,Premium,16.1,18,Mobile,2025-07-06 12:26:46,0,6,7
Tamara Mcclain,Femme,Belgique,20.0,39948.84,Premium,1.1,27,Tablette,2025-03-17 03:49:33,0,0,3
John Goodwin,Homme,Canada,43.761429322122964,50312.97,Familial,4.1,21,Mobile,2025-06-08 10:05:42,1,6,6
Rachel Aguirre,Femme,Belgique,22.0,45024.57,Premium,0.2,17,PC,2025-04-07 12:13:34,0,0,4
Kari Gutierrez,Homme,Canada,22.0,23357.45,Standard,0.4,27,Mobile,2025-01-07 05:47:44,0,1,1
Mario Gray,Homme,Algérie,24.0,27487.63,Standard,5.5,20,Mobile,2025-04-03 22:18:07,1,3,4
Shannon Pena,Femme,Algérie,69.0,58296.42,Premium,14.36419689119171,29,SmartTV,2025-03-25 10:27:17,0,1,3
Cindy Reyes,Femme,France,21.0,55295.61,Standard,14.4,22,Mobile,2025-06-25 15:06:14,1,2,6
Lisa Stone,Femme,Belgique,27.0,40728.87,Standard,15.2,27,PC,2025-02-14 06:29:34,0,4,2
Tammy Sims,Femme,Belgique,62.0,39112.18,Premium,17.1,22,SmartTV,2025-06-14 04:26:03,0,5,6
Monica Graves,Homme,France,54.0,35088.16,Premium,15.1,19,PC,2025-04-01 21:36:17,0,1,4
Larry Walsh,Femme,Algérie,27.0,43144.2,Standard,1.6,28,SmartTV,2025-01-18 15:50:57,0,5,1
Connie Johnson,Homme,Belgique,29.0,51201.08,Familial,37.7,22,Mobile,2025-07-07 19:29:50,0,0,7
Kaitlin Williams,Femme,Canada,47.0,49224.64,Familial,28.3,18,PC,2025-06-22 09:41:56,0,6,6
Carla Jackson,Homme,Algérie,31.0,47953.33,Standard,2.2,23,SmartTV,2025-04-21 17:50:26,0,0,4
Joel Sawyer,Homme,France,66.0,40910.86,Standard,17.1,21,PC,2025-02-05 09:13:03,1,2,2
Michael Merritt,Homme,Algérie,26.0,40728.87,Standard,27.1,30,Mobile,2025-03-09 21:21:40,1,6,3
Christopher Mccall,Femme,Belgique,42.0,58396.83,Premium,24.7,22,Mobile,2025-03-12 14:25:22,0,2,3
Natalie Shelton,Femme,Maroc,64.0,43795.29,Premium,16.4,24,PC,2025-03-25 10:33:37,1,1,3
Paul Becker,Femme,Maroc,40.0,56394.58,Standard,21.2,30,PC,2025-01-25 06:14:14,0,5,1
April Singh,Homme,France,33.0,51787.25,Premium,30.3,30,PC,2025-05-30 06:28:56,0,4,5
Tyler Hudson,Homme,Maroc,53.0,39946.34,Standard,23.2,23,Mobile,2025-04-11 07:30:15,1,4,4
Darrell Davis,Homme,France,69.0,59536.63,Familial,16.7,30,PC,2025-06-27 23:31:24,0,4,6
Jeffery Silva,Homme,Algérie,38.0,40728.87,Standard,4.2,29,Tablette,2025-06-21 20:08:27,0,5,6
Valerie Kelley,Femme,France,49.0,68808.85,Premium,9.5,27,Mobile,2025-01-30 22:16:56,0,3,1
Tara Price,Homme,Canada,66.0,50342.13,Premium,0.1,18,Inconnu,2025-04-29 19:04:22,0,1,4
Joseph Morales,Homme,Canada,18.0,48844.48,Standard,4.3,18,SmartTV,2025-04-19 05:53:03,0,5,4
Charles Sims,Femme,Belgique,40.0,40832.04,Familial,14.0,18,SmartTV,2025-01-17 11:01:29,0,4,1
Brenda Riley,Femme,Belgique,68.0,31791.35,Premium,5.8,23,Mobile,2025-06-03 06:07:30,0,1,6
Amber Bowen,Femme,Maroc,42.0,36264.89,Premium,14.36419689119171,19,SmartTV,2025-06-15 23:34:16,0,6,6
Lisa Christian,Homme,Algérie,38.0,45741.39,Premium,14.36419689119171,23,Inconnu,2025-05-20 20:27:10,1,1,5
Mark Castillo,Homme,Belgique,64.0,35664.07,Premium,16.5,30,PC,2025-03-12 17:47:39,0,2,3
Tiffany Riley,Femme,Algérie,40.0,41643.35,Standard,25.2,22,Mobile,2025-07-01 09:32:02,0,1,7
Michael Glover,Homme,Belgique,42.0,16084.76,Premium,32.6,25,PC,2025-02-05 13:01:46,0,2,2
Cassie Forbes,Homme,Maroc,64.0,31504.49,Standard,3.7,19,Tablette,2025-01-08 07:08:21,0,2,1
Melissa Perkins,Homme,Belgique,28.0,10012.03,Premium,8.8,28,SmartTV,2025-04-03 07:43:25,1,3,4
Lauren Evans,Homme,Canada,51.0,27343.92,Standard,35.3,21,Mobile,2025-06-10 17:12:41,0,1,6
David Mccarthy,Homme,Maroc,23.0,40728.87,Premium,57.6,24,SmartTV,2025-05-02 06:24:55,0,4,5
Matthew Mason,Homme,France,58.0,41593.04,Standard,15.9,24,PC,2025-02-16 12:19:05,0,6,2
Deborah Glover,Femme,Canada,30.0,34014.73,Premium,65.0,31,SmartTV,2025-01-05 22:34:58,1,6,1
Heather Farrell,Homme,Maroc,52.0,33549.55,Standard,7.5,17,Mobile,2025-05-12 16:23:08,0,0,5
Edward Dyer,Femme,France,63.0,34464.51,Standard,52.8,33,SmartTV,2025-03-27 08:16:08,0,3,3
Adam Cherry,Femme,France,50.0,46667.15,Standard,14.8,20,Mobile,2025-06-03 13:18:24,0,1,6
Stacy Farrell,Femme,France,63.0,46087.43,Premium,13.5,22,PC,2025-01-29 15:23:28,0,2,1
Diana Walton,Femme,Canada,39.0,66197.38,Premium,0.4,25,Mobile,2025-06-27 18:44:47,1,4,6
John Weeks,Femme,France,27.0,36024.22,Standard,13.8,32,PC,2025-06-12 08:29:13,0,3,6
Jeanne Harvey,Femme,Maroc,59.0,44733.06,Premium,2.6,23,PC,2025-06-05 01:52:12,0,3,6
Evan Dickerson,Femme,Belgique,53.0,40728.87,Standard,10.9,33,SmartTV,2025-06-06 04:30:44,0,4,6
Jessica Morris,Femme,Maroc,62.0,26058.98,Premium,2.0,32,SmartTV,2025-05-24 20:07:15,0,5,5
Michael Castro,Femme,Canada,54.0,30155.16,Premium,11.4,38,Mobile,2025-01-17 00:31:37,1,4,1
Laura Harper,Homme,France,55.0,45631.3,Premium,23.0,18,SmartTV,2025-02-23 05:22:33,0,6,2
Allison Allen,Non précisé,Maroc,26.0,70099.68,Premium,10.2,28,PC,2025-03-07 18:10:59,0,4,3
Jessica Brown,Femme,Belgique,36.0,61682.31,Standard,3.1,25,PC,2025-02-20 06:47:00,0,3,2
Sarah Wood,Femme,Maroc,69.0,42495.04,Premium,18.8,24,SmartTV,2025-06-20 15:27:44,0,4,6
Jennifer Spencer,Homme,Maroc,26.0,51831.38,Premium,47.1,35,SmartTV,2025-06-30 18:48:13,0,0,6
Stephanie Deleon,Homme,Belgique,43.761429322122964,38828.87,Standard,12.5,24,SmartTV,2025-05-31 03:32:55,0,5,5
Antonio Collier,Femme,Belgique,66.0,19799.41,Premium,16.5,30,PC,2025-06-21 21:10:19,0,5,6
Jennifer Williams,Homme,Maroc,48.0,33962.04,Standard,3.7,26,PC,2025-03-20 10:19:50,0,3,3
Sarah Novak,Femme,Maroc,22.0,27836.73,Premium,25.9,26,PC,2025-07-02 21:29:31,0,2,7
Michael Christensen,Homme,Maroc,40.0,18325.32,Premium,13.1,34,PC,2025-04-27 02:47:25,0,6,4
Raven Blair,Homme,Canada,32.0,24175.99,Standard,1.1,34,Mobile,2025-01-02 00:45:38,1,3,1
John Parker,Femme,Algérie,27.0,49267.62,Standard,6.0,27,SmartTV,2025-02-27 00:26:31,0,3,2
Colton Bishop,Homme,Algérie,43.0,41905.91,Premium,7.0,29,SmartTV,2025-06-20 05:48:09,0,4,6
Alan Cardenas,Homme,Belgique,24.0,40728.87,Premium,1.9,18,Mobile,2025-05-05 08:44:07,0,0,5
Robyn Morris,Homme,Algérie,38.0,41024.13,Standard,3.5,37,Tablette,2025-05-11 19:44:58,0,6,5
Richard Johns,Homme,Belgique,61.0,44871.59,Premium,17.6,31,SmartTV,2025-05-11 05:20:54,1,6,5
Julian Barr,Homme,Algérie,57.0,33994.04,Standard,5.7,25,Mobile,2025-03-11 00:41:50,0,1,3
Jennifer Martinez,Homme,Belgique,30.0,29498.9,Standard,6.6,24,SmartTV,2025-02-19 14:22:11,1,2,2
Erin Moore,Homme,Algérie,60.0,50510.05,Standard,11.7,30,PC,2025-06-10 07:02:02,0,1,6
Anthony Herrera,Homme,Maroc,40.0,45198.21,Standard,1.0,31,PC,2025-03-21 14:42:09,0,4,3
David Tucker,Homme,Belgique,48.0,20755.25,Standard,29.8,27,SmartTV,2025-04-30 22:23:47,1,2,4
Wendy Gonzalez,Femme,Algérie,27.0,34502.09,Familial,7.5,27,Mobile,2025-03-20 18:37:40,0,3,3
Greg Gates,Femme,Algérie,68.0,54549.72,Premium,2.6,24,Mobile,2025-05-12 22:22:48,0,0,5
James Mathews,Femme,Belgique,38.0,47523.33,Premium,6.4,25,Mobile,2025-07-01 20:55:55,0,1,7
Melissa Strong,Femme,France,41.0,48968.81,Familial,11.9,25,SmartTV,2025-01-28 17:02:41,0,1,1
Rachel Bell,Femme,France,40.0,12771.07,Premium,5.1,28,Mobile,2025-05-26 05:09:59,0,0,5
Paul Turner,Homme,Belgique,43.0,28275.13,Standard,12.2,29,Mobile,2025-03-23 16:28:02,0,6,3
Preston Ho,Homme,Belgique,22.0,41607.3,Standard,10.1,20,SmartTV,2025-02-25 03:53:43,1,1,2
Jonathan White,Femme,Canada,25.0,40728.87,Standard,14.7,23,PC,2025-06-11 14:18:27,0,2,6
Adam Alexander,Femme,Canada,65.0,44115.48,Standard,3.3,28,Mobile,2025-03-17 06:25:54,0,0,3
Christopher Montgomery,Femme,Belgique,33.0,32235.69,Standard,0.7,26,Mobile,2025-03-02 00:02:41,0,6,3
Christine Jones DDS,Femme,France,33.0,44225.17,Standard,4.6,21,Mobile,2025-01-18 22:58:55,1,5,1
Peter Webb,Homme,Maroc,38.0,58071.16,Standard,4.0,20,SmartTV,2025-05-07 22:25:19,0,2,5
Ryan Kennedy,Femme,Maroc,53.0,47712.61,Standard,33.4,31,SmartTV,2025-05-16 06:29:05,1,4,5
Mr. Chris Montes DDS,Femme,Algérie,27.0,48647.67,Familial,68.9,19,PC,2025-05-10 08:47:44,0,5,5
Audrey Houston,Homme,Belgique,37.0,38791.65,Premium,8.1,19,Mobile,2025-04-29 16:44:59,1,1,4
Jeff Jennings,Femme,Maroc,55.0,28644.23,Premium,47.7,23,Mobile,2025-04-08 16:56:06,0,1,4
Tyler Williams,Homme,Belgique,27.0,29423.48,Premium,22.2,33,SmartTV,2025-06-23 08:46:46,0,0,6
Daniel Harris,Femme,Canada,27.0,34394.28,Standard,7.0,17,SmartTV,2025-06-12 05:42:40,1,3,6
Lisa Park,Homme,France,65.0,27203.96,Premium,3.0,21,Mobile,2025-03-29 08:18:27,0,5,3
Ronald Hunter,Femme,Algérie,24.0,25150.93,Standard,0.3,23,SmartTV,2025-02-09 00:14:50,0,6,2
Renee Harvey,Homme,France,55.0,33254.51,Standard,6.1,22,Mobile,2025-03-19 06:55:59,1,2,3
Kristen Kennedy,Femme,France,68.0,30329.18,Standard,14.36419689119171,25,SmartTV,2025-03-25 14:52:49,0,1,3
Mary Morton,Femme,Algérie,18.0,38867.41,Familial,8.4,23,SmartTV,2025-01-04 14:53:54,0,5,1
Anthony King,Femme,Canada,50.0,49598.93,Familial,5.4,27,SmartTV,2025-03-18 14:14:42,1,1,3
Frank Huber,Femme,Belgique,57.0,40728.87,Standard,6.4,25,Mobile,2025-04-06 18:10:25,1,6,4
Anna Young,Femme,Algérie,50.0,36715.06,Standard,1.9,26,Mobile,2025-01-04 11:11:04,0,5,1
Mark Nelson,Femme,France,67.0,43620.08,Premium,8.3,27,SmartTV,2025-05-23 01:17:59,1,4,5
Amanda Lucas,Femme,Canada,20.0,20711.54,Standard,32.1,28,PC,2025-02-25 22:57:32,0,1,2
Robin Haas,Femme,Maroc,46.0,24498.12,Standard,71.1,26,Mobile,2025-02-27 20:11:14,0,3,2
Dr. Virginia Martin,Femme,Belgique,21.0,32752.79,Premium,14.36419689119171,23,PC,2025-02-10 13:00:26,0,0,2
Sherry Chen,Femme,Algérie,48.0,55830.49,Familial,5.9,28,Mobile,2025-03-28 04:40:08,0,4,3
Ashley Oconnor,Femme,France,26.0,49910.62,Premium,6.2,27,Mobile,2025-03-20 01:12:38,0,3,3
Brian Brown,Femme,Canada,64.0,40903.38,Familial,15.2,29,Mobile,2025-03-06 23:36:41,0,3,3
Charles Richardson,Homme,Canada,64.0,29673.71,Standard,8.7,23,Mobile,2025-05-15 03:31:43,1,3,5
Bradley Harris,Homme,Maroc,39.0,40728.87,Premium,8.5,20,Tablette,2025-01-17 07:56:24,1,4,1
Michael Wheeler,Femme,Belgique,63.0,50304.8,Premium,3.9,30,Mobile,2025-01-02 15:58:17,0,3,1
Sandra Zimmerman,Femme,Algérie,60.0,50228.9,Familial,33.4,20,Mobile,2025-05-02 15:21:59,0,4,5
Steven Rodriguez,Homme,Canada,40.0,52664.45,Familial,3.1,26,PC,2025-05-05 10:46:10,1,0,5
Kristin Davis,Homme,Canada,54.0,38413.96,Standard,9.8,16,Mobile,2025-06-27 23:00:57,0,4,6
Daniel Torres,Femme,Canada,19.0,35361.87,Premium,8.7,18,SmartTV,2025-06-16 21:21:51,0,0,6
Jennifer Lee,Femme,Belgique,42.0,40728.87,Premium,15.0,25,SmartTV,2025-01-16 22:21:47,0,3,1
Julia Thompson,Femme,France,67.0,38938.43,Standard,13.7,23,SmartTV,2025-06-18 09:00:50,0,2,6
Mr. Justin Morales,Homme,Algérie,53.0,54701.2,Standard,32.1,27,SmartTV,2025-02-17 12:33:03,0,0,2
John Campbell,Homme,Maroc,29.0,34911.12,Standard,49.3,23,SmartTV,2025-05-07 03:35:56,0,2,5
Amanda Conley,Femme,Algérie,37.0,45703.68,Premium,8.7,23,SmartTV,2025-04-25 14:10:35,0,4,4
Samantha Richards,Non précisé,Canada,63.0,51650.63,Standard,20.0,18,Mobile,2025-02-20 11:03:37,0,3,2
Melissa Gallagher,Homme,France,28.0,33471.29,Standard,11.1,25,Tablette,2025-03-16 18:52:54,0,6,3
Christopher Oconnor,Homme,Canada,23.0,54742.86,Familial,1.5,23,Mobile,2025-05-27 11:28:50,1,1,5
Barbara Reed,Femme,Maroc,58.0,66426.92,Premium,0.7,20,SmartTV,2025-04-26 13:55:56,0,5,4
Gregory Frazier,Homme,Belgique,67.0,38228.98,Premium,17.1,27,SmartTV,2025-02-06 20:59:18,0,3,2
Joseph Gomez,Femme,Algérie,28.0,45257.22,Familial,25.4,21,Mobile,2025-06-11 23:36:22,0,2,6
Ann Hall,Homme,Algérie,39.0,63995.39,Premium,1.2,33,Mobile,2025-06-09 18:54:38,0,0,6
Mrs. Carrie Arroyo,Homme,Belgique,67.0,32111.28,Premium,7.0,22,Mobile,2025-01-04 12:59:08,1,5,1
Kimberly Garza,Homme,Canada,69.0,27613.46,Familial,16.7,27,Mobile,2025-06-15 18:25:00,0,6,6
Robert Powers,Femme,Algérie,29.0,48463.98,Standard,1.7,27,SmartTV,2025-02-25 15:19:15,0,1,2
Shane Campbell,Homme,Maroc,59.0,44213.1,Standard,4.9,21,Mobile,2025-03-13 10:07:16,0,3,3
Elizabeth Young,Femme,Belgique,20.0,56514.78,Premium,39.7,26,Mobile,2025-01-08 13:39:44,0,2,1
Rick Morris,Homme,Maroc,27.0,70252.37,Standard,4.1,19,Inconnu,2025-02-15 08:12:48,0,5,2
Mark Price,Homme,Maroc,59.0,56371.43,Standard,14.36419689119171,25,Tablette,2025-02-06 20:44:07,1,3,2
James Carrillo,Femme,Maroc,43.0,61021.91,Premium,30.3,23,Mobile,2025-06-26 01:47:02,0,3,6
Laura Hughes,Femme,Canada,46.0,30675.25,Premium,9.3,29,SmartTV,2025-01-22 05:35:39,0,2,1
Mark Crosby,Femme,France,43.0,37796.98,Standard,13.8,24,SmartTV,2025-05-01 01:48:49,0,3,5
Jessica Perez,Femme,Belgique,53.0,68075.25,Familial,3.8,22,Mobile,2025-01-12 04:01:30,1,6,1
Aaron Flowers,Femme,Canada,46.0,26766.68,Familial,8.0,26,SmartTV,2025-02-20 21:58:25,0,3,2
James Campbell,Homme,Algérie,30.0,40728.87,Standard,5.7,19,SmartTV,2025-06-25 12:53:37,0,2,6
Erin Jones,Femme,France,62.0,20720.77,Standard,11.0,23,Mobile,2025-05-02 17:13:54,1,4,5
Michelle Hardy,Homme,France,54.0,46064.67,Standard,13.4,23,PC,2025-02-25 15:21:25,0,1,2
Nathan Thomas,Femme,Belgique,23.0,30461.62,Familial,41.1,27,PC,2025-05-12 11:18:47,1,0,5
Frank Bernard,Non précisé,Algérie,48.0,40460.93,Standard,3.0,30,SmartTV,2025-05-10 19:13:53,0,5,5
Kara Hunter,Femme,Canada,49.0,44856.52,Familial,1.6,26,SmartTV,2025-04-10 05:19:05,0,3,4
Lisa Potter,Femme,Belgique,41.0,53227.33,Familial,7.6,26,SmartTV,2025-06-08 07:42:28,0,6,6
Dr. Sharon Case,Femme,Canada,46.0,35679.5,Familial,2.3,29,SmartTV,2025-04-08 15:29:33,1,1,4
Katherine Anderson,Homme,Maroc,38.0,40728.87,Standard,0.3,18,Mobile,2025-02-09 11:12:43,0,6,2
Stephanie Booth,Femme,Algérie,68.0,45877.9,Familial,2.7,16,Mobile,2025-02-22 18:40:17,1,5,2
Luis Johnson,Homme,Belgique,54.0,40909.46,Premium,40.9,26,PC,2025-04-15 06:12:22,1,1,4
Michelle Munoz,Homme,Maroc,37.0,57066.68,Premium,2.6,24,PC,2025-03-19 06:27:56,0,2,3
Anthony Burns,Homme,Algérie,21.0,61382.32,Standard,14.8,18,Mobile,2025-05-15 09:24:48,0,3,5
Mathew Garza,Non précisé,France,34.0,43611.96,Standard,2.0,19,PC,2025-06-11 06:55:27,0,2,6
Cindy Sanchez,Femme,Belgique,23.0,43450.96,Standard,2.5,30,SmartTV,2025-04-26 08:52:33,1,5,4
Dr. Vanessa Thomas,Homme,Belgique,38.0,57768.97,Familial,12.2,21,Mobile,2025-02-19 15:36:34,1,2,2
Jennifer Wilson,Homme,Algérie,54.0,36519.03,Standard,0.5,26,SmartTV,2025-02-11 11:00:03,1,1,2
Aaron Huffman,Femme,Algérie,64.0,40728.87,Standard,16.4,39,SmartTV,2025-07-08 03:02:19,0,1,7
Kelly Harris,Homme,Algérie,65.0,35574.36,Premium,0.7,19,PC,2025-02-08 01:56:55,0,5,2
Brian Washington,Femme,Canada,55.0,51351.29,Premium,1.6,24,SmartTV,2025-02-04 16:50:10,0,1,2
Thomas Calderon,Femme,Algérie,32.0,37265.39,Standard,1.4,29,PC,2025-03-09 06:11:25,0,6,3
Frank Stone,Homme,Algérie,48.0,41147.29,Premium,43.7,28,PC,2025-05-09 23:06:43,1,4,5
Christopher Li,Femme,France,64.0,26798.29,Standard,5.5,33,SmartTV,2025-01-04 08:49:58,0,5,1
Andrew Phillips,Femme,Canada,61.0,35688.51,Standard,22.3,31,SmartTV,2025-05-29 11:01:13,0,3,5
Brian Perkins,Femme,Canada,67.0,40728.87,Premium,3.0,30,PC,2025-03-15 17:35:53,0,5,3
Nathan Miller,Femme,France,18.0,42623.82,Familial,20.3,19,SmartTV,2025-01-18 04:59:40,0,5,1
Charles Thomas,Non précisé,France,62.0,29677.99,Standard,1.2,15,PC,2025-06-09 03:56:16,0,0,6
Jason Garrett,Femme,Algérie,66.0,39492.78,Standard,7.9,26,SmartTV,2025-01-18 18:22:34,0,5,1
Autumn Williams,Femme,Canada,28.0,37766.22,Familial,1.1,25,Mobile,2025-02-27 06:40:49,0,3,2
Hannah Dalton,Homme,Canada,27.0,30015.15,Standard,7.5,26,SmartTV,2025-03-07 06:12:53,1,4,3
Nancy Perez,Homme,Belgique,35.0,26980.38,Standard,4.0,27,SmartTV,2025-05-07 03:40:17,1,2,5
Candice Morrow,Homme,Canada,32.0,29676.78,Premium,16.1,26,Mobile,2025-02-13 17:49:26,0,3,2
Jason Pearson,Homme,Algérie,30.0,30191.14,Premium,17.0,23,Mobile,2025-05-31 05:29:33,0,5,5
William Blake,Femme,Belgique,32.0,53383.01,Standard,21.5,29,Mobile,2025-01-12 13:58:59,1,6,1
Christine Schultz,Femme,Algérie,31.0,36472.06,Premium,10.4,29,PC,2025-06-17 20:56:45,0,1,6
Ernest Logan,Femme,Belgique,25.0,12341.71,Standard,1.4,22,PC,2025-06-11 19:44:07,0,2,6
William Chang,Homme,Algérie,63.0,40728.87,Premium,1.0,26,SmartTV,2025-03-21 09:48:52,0,4,3
Dana Wallace,Femme,Canada,30.0,50756.24,Familial,11.0,27,Mobile,2025-03-23 19:31:12,1,6,3
Amber Rubio,Homme,Belgique,58.0,36311.67,Premium,6.8,30,PC,2025-04-04 09:59:58,0,4,4
Patrick Bailey,Homme,Belgique,59.0,26206.15,Standard,2.4,36,SmartTV,2025-02-05 20:57:24,1,2,2
Shelia Campbell,Homme,Maroc,30.0,40793.13,Familial,10.4,22,PC,2025-02-02 10:40:06,0,6,2
Joseph Aguilar,Non précisé,Belgique,58.0,60136.67,Standard,24.7,20,SmartTV,2025-03-09 07:40:33,0,6,3
Dr. Scott Chavez Jr.,Homme,Canada,43.761429322122964,68924.61,Standard,17.1,15,Mobile,2025-06-08 01:54:56,0,6,6
Casey Moore,Femme,Canada,34.0,45896.8,Premium,30.7,24,Mobile,2025-03-10 20:57:31,0,0,3
Katrina Smith,Homme,France,43.761429322122964,55250.15,Familial,9.2,25,Mobile,2025-02-06 20:13:38,0,3,2
Cameron Bennett,Homme,France,43.761429322122964,43931.51,Premium,2.2,31,Mobile,2025-05-28 06:58:59,0,2,5
Lisa Cruz,Homme,Maroc,61.0,33428.65,Familial,11.8,27,SmartTV,2025-07-07 11:02:43,0,0,7
William Baker,Homme,Maroc,20.0,31357.36,Premium,3.6,28,Mobile,2025-06-29 22:55:38,1,6,6
Joshua Moore,Homme,Maroc,33.0,21464.8,Standard,37.3,17,Mobile,2025-04-05 01:40:34,0,5,4
Douglas Hubbard,Homme,Canada,51.0,53827.01,Standard,5.8,19,Mobile,2025-04-01 16:24:28,0,1,4
George Hartman,Femme,Algérie,58.0,45763.13,Standard,12.3,20,SmartTV,2025-02-15 23:46:22,0,5,2
Sarah Lamb,Homme,Maroc,56.0,24515.0,Premium,26.2,21,Mobile,2025-04-08 08:39:03,1,1,4
Logan Long,Femme,Algérie,51.0,57853.31,Standard,8.6,20,PC,2025-02-26 03:47:51,0,2,2
Miranda Hill,Non précisé,Belgique,60.0,28868.08,Familial,8.1,30,PC,2025-04-12 13:34:15,0,5,4
Tracy Chavez MD,Femme,Belgique,51.0,52532.63,Familial,2.7,30,Mobile,2025-03-25 00:35:49,1,1,3
Jacob Woodard,Homme,France,60.0,49198.76,Premium,27.3,28,Mobile,2025-03-31 21:29:59,0,0,3
Renee Hebert,Femme,Algérie,35.0,21093.02,Premium,24.7,24,Mobile,2025-03-09 06:35:54,0,6,3
Christopher Boyer,Homme,Belgique,54.0,26841.23,Premium,17.3,24,PC,2025-02-04 07:09:05,0,1,2
Kevin Owen,Homme,Algérie,49.0,60806.29,Premium,2.0,28,Tablette,2025-02-18 00:30:46,1,1,2
Stephen Hunter,Homme,Algérie,32.0,52150.76,Standard,6.6,22,Mobile,2025-01-03 13:46:57,0,4,1
Brian Boyd,Femme,Canada,44.0,47083.84,Premium,1.0,26,Tablette,2025-07-03 11:19:34,1,3,7
